iter	Passed	Remaining
717	922	362
718	924	361
719	925	360
720	927	358
721	928	357
722	929	356
723	930	354
724	931	353
725	932	351
726	933	350
727	934	349
728	935	347
729	936	346
730	938	345
731	939	343
732	940	342
733	942	341
734	943	340
735	944	338
736	945	337
737	946	336
738	947	334
739	948	333
740	949	331
741	950	330
742	951	329
743	953	328
744	954	326
745	955	325
746	956	324
747	958	322
748	959	321
749	961	320
750	962	319
751	963	317
752	964	316
753	965	315
754	966	313
755	968	312
756	969	311
757	970	309
758	971	308
759	972	307
760	974	305
761	975	304
762	976	303
763	977	301
764	978	300
765	979	299
766	980	297
767	982	296
768	983	295
769	984	294
770	986	292
771	987	291
772	988	290
773	990	289
774	991	287
775	992	286
776	993	285
777	994	283
778	995	282
779	996	281
780	998	279
781	999	278
782	1000	277
783	1001	276
784	1003	274
785	1004	273
786	1005	272
787	1006	270
788	1007	269
789	1008	268
790	1009	266
791	1010	265
792	1011	264
793	1013	262
794	1014	261
795	1015	260
796	1016	258
797	1017	257
798	1018	256
799	1020	255
800	1021	253
801	1022	252
802	1023	251
803	1024	249
804	1026	248
805	1027	247
806	1028	245
807	1029	244
808	1030	243
809	1031	242
810	1032	240
811	1033	239
812	1035	238
813	1036	236
814	1037	235
815	1038	234
816	1039	232
817	1041	231
818	1042	230
819	1043	229
820	1044	227
821	1045	226
822	1046	225
823	1047	223
824	1048	222
825	1049	221
826	1051	219
827	1052	218
828	1053	217
829	1054	216
830	1056	214
831	1057	213
832	1058	212
833	1059	210
834	1060	209
835	1061	208
836	1063	207
837	1064	205
838	1065	204
839	1066	203
840	1068	201
841	1069	200
842	1071	199
843	1072	198
844	1073	196
845	1074	195
846	1075	194
847	1076	193
848	1077	191
849	1079	190
850	1080	189
851	1082	187
852	1083	186
853	1084	185
854	1085	184
855	1086	182
856	1087	181
857	1088	180
858	1089	178
859	1091	177
860	1092	176
861	1093	175
862	1094	173
863	1095	172
864	1097	171
865	1098	169
866	1099	168
867	1100	167
868	1101	166
869	1103	164
870	1104	163
871	1105	162
872	1107	161
873	1108	159
874	1110	158
875	1111	157
876	1112	156
877	1114	154
878	1116	153
879	1117	152
880	1119	151
881	1120	149
882	1121	148
883	1123	147
884	1124	146
885	1125	144
886	1126	143
887	1128	142
888	1130	141
889	1132	139
890	1133	138
891	1134	137
892	1136	136
893	1137	134
894	1139	133
895	1140	132
896	1141	131
897	1143	129
898	1145	128
899	1147	127
900	1148	126
901	1149	124
902	1151	123
903	1152	122
904	1153	121
905	1155	119
906	1156	118
907	1157	117
908	1159	116
909	1161	114
910	1162	113
911	1164	112
912	1165	111
913	1166	109
914	1167	108
915	1169	107
916	1170	105
917	1171	104
918	1172	103
919	1174	102
920	1175	100
921	1177	99
922	1178	98
923	1179	97
924	1181	95
925	1182	94
926	1183	93
927	1184	91
928	1185	90
929	1186	89
930	1187	88
931	1188	86
932	1190	85
933	1191	84
934	1192	82
935	1193	81
936	1195	80
937	1196	79
938	1197	77
939	1198	76
940	1199	75
941	1200	73
942	1201	72
943	1202	71
944	1203	70
945	1204	68
946	1205	67
947	1207	66
948	1208	64
949	1209	63
950	1210	62
951	1212	61
952	1213	59
953	1214	58
954	1215	57
955	1216	55
956	1217	54
957	1218	53
958	1219	52
959	1221	50
960	1222	49
961	1223	48
962	1224	47
963	1225	45
964	1226	44
965	1227	43
966	1228	41
967	1230	40
968	1231	39
969	1232	38
970	1233	36
971	1234	35
972	1235	34
973	1236	33
974	1238	31
975	1239	30
976	1240	29
977	1241	27
978	1242	26
979	1243	25
980	1244	24
981	1245	22
982	1247	21
983	1248	20
984	1248	19
985	1249	17
986	1250	16
987	1252	15
988	1253	13
989	1254	12
990	1256	11
991	1257	10
992	1258	8
993	1259	7
994	1260	6
995	1261	5
996	1262	3
997	1263	2
998	1264	1
999	1265	0
2
980	1596	30
981	1598	29
982	1601	27
983	1603	26
984	1604	24
985	1606	22
986	1607	21
987	1609	19
988	1611	17
989	1612	16
990	1615	14
991	1616	13
992	1618	11
993	1619	9
994	1621	8
995	1622	6
996	1623	4
997	1625	3
998	1626	1
999	1627	0
